2,00:03:d8:6b:72:86,1,28,-87.9007105190856
2,00:22:3f:02:e6:60,1,28,-41.610136718080895
2,00:22:3f:a8:e7:32,1,28,-83.98436553418672
2,00:24:b2:5b:a0:a1,1,28,-81.98031913255491
2,00:7f:20:b7:46:68,1,28,-90.9007531463044
2,08:86:3b:11:f0:5a,1,28,-56.62131961506223
2,08:86:3b:11:f0:5c,1,28,-76.31052673558256
2,2c:30:33:4b:af:0e,1,28,-80.8076463544786
2,2c:30:33:4b:af:0f,1,28,-79.8505637835961
2,2c:30:33:5e:d8:4c,1,28,-78.71992308146426
2,2c:b0:5d:a9:4e:20,1,28,-77.6946362005653
2,32:7f:20:b7:46:68,1,28,-90.9005218648708
2,3c:36:e4:8e:f8:ef,1,28,-93.91375701863615
2,44:ad:d9:c2:0c:2c,1,28,-80.45765812369899
2,44:ad:d9:c2:0c:2d,1,28,-79.905978124877
2,44:ad:d9:c2:0c:2e,1,28,-80.1079439415206
2,44:ad:d9:c2:0c:2f,1,28,-80.85320545360028
2,48:ee:0c:5c:a4:20,1,28,-77.73350111121557
2,4a:ee:0c:5c:a4:21,1,28,-77.89454492078035
2,4c:60:de:36:b2:18,1,28,-68.52426583767058
2,54:b8:0a:d7:09:20,1,28,-86.9346347081026
2,56:b8:0a:d7:09:21,1,28,0
2,6c:19:8f:17:5b:a0,1,28,-91.70057916633733
2,6e:19:8f:17:5b:a1,1,28,-87.90047087984689
2,70:10:5c:b5:d2:6c,1,28,-83.9006518673605
2,70:10:5c:b5:d2:6e,1,28,-81.9007801682837
2,70:10:5c:b5:d2:6f,1,28,-82.90193885529152
2,74:9d:dc:71:30:11,1,28,-81.04398838062927
2,94:10:3e:f9:de:8f,1,28,-87.53705841702876
2,c4:12:f5:87:40:c0,1,28,-66.60185846067124
2,c4:12:f5:87:40:c5,1,28,-83.00013248032721
2,c4:b3:01:de:b8:aa,1,28,-64.56027885733373
2,c4:b3:01:de:b8:ab,1,28,-57.345762253745
2,c6:12:f5:87:40:c1,1,28,-64.71348388391228
2,c6:12:f5:87:40:c6,1,28,-83.70851431032895
2,c8:d7:19:43:b9:31,1,28,-58.41550738011286
2,c8:d7:19:43:b9:33,1,28,-79.83604366806762
2,ce:d7:19:43:b9:31,1,28,-61.74064392195447
2,d8:30:62:2e:4b:0b,1,28,-62.496993100173306
2,dc:4a:3e:b7:32:5a,1,28,-83.78813824791804
2,e8:cc:18:e5:7b:66,1,28,-69.02309121655297
2,e8:cc:18:e5:7b:6b,1,28,-85.90469385668669
2,ea:64:ac:d8:32:7b,1,28,-79.48027372441238
2,ea:cc:18:e5:7b:67,1,28,-68.82091924197861
2,ea:cc:18:e5:7b:6c,1,28,-82.88272262028691
2,ec:22:80:1a:66:ea,1,28,-57.357659818211516
2,ec:22:80:1a:66:ef,1,28,-78.65568026577726
2,ee:22:80:1a:66:eb,1,28,-56.45409600478987
2,ee:22:80:1a:66:f1,1,28,-79.24732940348738
2,f8:e9:03:04:13:72,1,28,-74.55669909917916
2,f8:e9:03:04:13:77,1,28,-93.57910579523708
2,fa:e9:03:04:13:73,1,28,-76.09639818957473
2,fa:e9:03:04:13:78,1,28,-91.82145919253
2,54:b8:0a:e6:8b:70,1,28,-89.9851336660132
