2,00:03:d8:6b:72:86,1,25,-91.77576534921775
2,00:22:3f:02:e6:60,1,25,-39.94548843426452
2,00:22:3f:a8:e7:32,1,25,-82.80250109063519
2,00:24:b2:5b:a0:a1,1,25,-81.00254671191807
2,00:7f:20:b7:46:68,1,25,-90.9007531463044
2,08:86:3b:11:f0:5a,1,25,-46.807205518311996
2,08:86:3b:11:f0:5c,1,25,-84.49043190442877
2,20:e5:64:a0:38:20,1,25,-86.90069605928261
2,2c:30:33:4b:af:0e,1,25,-78.9472288136306
2,2c:30:33:4b:af:0f,1,25,-85.11716901029193
2,2c:30:33:5e:d8:4c,1,25,-76.7075053029823
2,2c:b0:5d:a9:4e:20,1,25,-70.0484083708447
2,3c:1e:04:d1:e4:60,1,25,-91.89983423776877
2,3c:36:e4:8e:f8:ef,1,25,-90.13398948542225
2,3e:1e:04:d1:e4:61,1,25,-90.90052186487077
2,44:ad:d9:c2:0c:21,1,25,-90.90052186487078
2,44:ad:d9:c2:0c:22,1,25,-88.96321604230165
2,44:ad:d9:c2:0c:23,1,25,-91.90053854737988
2,44:ad:d9:c2:0c:2c,1,25,-80.90060635668848
2,44:ad:d9:c2:0c:2d,1,25,-81.87984414481909
2,44:ad:d9:c2:0c:2f,1,25,-81.80641520920582
2,48:ee:0c:5c:a4:20,1,25,-78.38438278593622
2,48:ee:0c:5c:a4:25,1,25,-82.86107995854276
2,4a:ee:0c:5c:a4:21,1,25,-78.18473781755392
2,4a:ee:0c:5c:a4:26,1,25,-82.85915400247775
2,4c:60:de:36:b2:18,1,25,-66.75024648758912
2,56:b8:0a:d7:09:21,1,25,-87.65322058207161
2,6c:19:8f:17:5b:a0,1,25,-87.10046242640783
2,6c:b0:ce:31:e8:94,1,25,-86.45336599849972
2,6e:19:8f:17:5b:a1,1,25,-91.79985015382076
2,70:10:5c:b5:d2:60,1,25,-85.9006814670763
2,70:10:5c:b5:d2:63,1,25,-88.69238847648025
2,74:9d:dc:71:30:11,1,25,-77.1945797838887
2,94:10:3e:f9:de:8f,1,25,-86.42948492076829
2,a2:03:d8:6b:72:86,1,25,-85.2340049338377
2,a2:72:82:62:b7:a8,1,25,-86.90069605928261
2,b0:77:ac:11:85:60,1,25,-88.81179296190578
2,c4:12:f5:87:40:c0,1,25,-68.24698527721597
2,c4:12:f5:87:40:c5,1,25,-86.42701063805696
2,c4:12:f5:a0:08:1e,1,25,-86.64999145430538
2,c4:b3:01:de:b8:aa,1,25,-52.614367564235366
2,c4:b3:01:de:b8:ab,1,25,-49.73557920532227
2,c6:12:f5:87:40:c1,1,25,-68.55417474778211
2,c6:12:f5:87:40:c6,1,25,-85.34691495422177
2,c6:12:f5:a0:08:1f,1,25,-88.59899560434383
2,c8:d7:19:43:b9:31,1,25,-54.288134861893724
2,c8:d7:19:43:b9:33,1,25,-76.63429371475674
2,ce:d7:19:43:b9:31,1,25,-54.378046998441285
2,d0:39:b3:2a:d9:b0,1,25,-88.9004880359023
2,d8:30:62:2e:4b:0b,1,25,-60.57975988287354
2,dc:4a:3e:b7:32:5a,1,25,-86.01755711995955
2,dc:ef:09:95:20:da,1,25,-93.9007947273904
2,e4:aa:5d:17:08:a1,1,25,0
2,e8:cc:18:e5:7b:66,1,25,-68.96800590210852
2,e8:cc:18:e5:7b:6b,1,25,-86.25203171894088
2,ea:64:ac:d8:32:7b,1,25,-79.70022187228436
2,ea:cc:18:e5:7b:67,1,25,-69.94253012459498
2,ea:cc:18:e5:7b:6c,1,25,-86.50299437214093
2,ec:22:80:1a:66:ea,1,25,-55.11057101421319
2,ec:22:80:1a:66:ef,1,25,-77.67899474625781
2,ec:e1:a9:30:1a:ad,1,25,-82.9003824724866
2,ec:e1:a9:30:1a:ae,1,25,-80.40383216796852
2,ee:22:80:1a:66:eb,1,25,-56.63425705194516
2,ee:22:80:1a:66:f1,1,25,-77.1881942206735
2,f8:e9:03:04:13:72,1,25,-73.89501781229993
2,f8:e9:03:04:13:77,1,25,-91.10716995440214
2,fa:8f:ca:90:7f:55,1,25,0
2,fa:e9:03:04:13:73,1,25,-75.27045738145222
2,fa:e9:03:04:13:78,1,25,-90.82871916634505
2,fa:e9:03:07:e0:e3,1,25,-92.29589909514746
